{'news_id': 2, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 370, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 463, 'stock_id': 604, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'LBS BINA GROUP', 'stock_symbol': 'LBS', 'company_name': 'LBS BINA GROUP BHD'}
{'news_id': 7, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 341, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 460, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 80, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 221, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 485, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 242, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 202, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 504, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 259, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 330, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 472, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 144, 'stock_id': 976, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SERBA DINAMIK HOLDINGS', 'stock_symbol': 'SERBADK', 'company_name': 'SERBA DINAMIK HOLDINGS BERHAD'}
{'news_id': 241, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 171, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 207, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 280, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 310, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 136, 'stock_id': 154, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'BOUSTEAD HOLDINGS', 'stock_symbol': 'BSTEAD', 'company_name': 'BOUSTEAD HOLDINGS BHD'}
{'news_id': 205, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 234, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 137, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 473, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 56, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 360, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 125, 'stock_id': 451, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'HONG SENG CONSOLIDATED', 'stock_symbol': 'HONGSENG', 'company_name': 'HONG SENG CONSOLIDATED BERHAD'}
{'news_id': 154, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 110, 'stock_id': 807, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'PANTECH GROUP HOLDINGS', 'stock_symbol': 'PANTECH', 'company_name': 'PANTECH GROUP HOLDINGS BHD'}
{'news_id': 287, 'stock_id': 373, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'G3 GLOBAL', 'stock_symbol': 'G3', 'company_name': 'G3 GLOBAL BERHAD'}
{'news_id': 430, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 510, 'stock_id': 545, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'KENANGA INVESTMENT BANK', 'stock_symbol': 'KENANGA', 'company_name': 'KENANGA INVESTMENT BANK BERHAD'}
{'news_id': 250, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 522, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 97, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 301, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 518, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 327, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 415, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 23, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 435, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 492, 'stock_id': None, 'exchange': None, 'entity_type': 'STOCK_SYMBOL', 'entity_name': 'FGV', 'stock_symbol': None, 'company_name': None}
{'news_id': 324, 'stock_id': 32, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'MALAYSIA AIRPORTS HOLDINGS', 'stock_symbol': 'AIRPORT', 'company_name': 'MALAYSIA AIRPORTS HOLDINGS BHD'}
{'news_id': 34, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 19, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 258, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 124, 'stock_id': 13, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'ADVANCECON HOLDINGS', 'stock_symbol': 'ADVCON', 'company_name': 'ADVANCECON HOLDINGS BERHAD'}
{'news_id': 275, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 252, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 361, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 418, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 233, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 363, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 261, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 31, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 395, 'stock_id': 673, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'MESTRON HOLDINGS', 'stock_symbol': 'MESTRON', 'company_name': 'MESTRON HOLDINGS BERHAD'}
{'news_id': 226, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 78, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 158, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 417, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 419, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 77, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 82, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 452, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 482, 'stock_id': 166, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'CAPITAL A', 'stock_symbol': 'CAPITALA', 'company_name': 'CAPITAL A BERHAD'}
{'news_id': 111, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 20, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 166, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 532, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 269, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 5, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 282, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 289, 'stock_id': 1128, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'UEM SUNRISE', 'stock_symbol': 'UEMS', 'company_name': 'UEM SUNRISE BERHAD'}
{'news_id': 289, 'stock_id': 987, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SIME DARBY PROPERTY', 'stock_symbol': 'SIMEPROP', 'company_name': 'SIME DARBY PROPERTY BERHAD'}
{'news_id': 367, 'stock_id': 243, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'DAYANG ENTERPRISE HOLDINGS', 'stock_symbol': 'DAYANG', 'company_name': 'DAYANG ENTERPRISE HOLDINGS BHD'}
{'news_id': 367, 'stock_id': 827, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'PETRA ENERGY', 'stock_symbol': 'PENERGY', 'company_name': 'PETRA ENERGY BHD'}
{'news_id': 367, 'stock_id': 169, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'CARIMIN PETROLEUM', 'stock_symbol': 'CARIMIN', 'company_name': 'CARIMIN PETROLEUM BERHAD'}
{'news_id': 140, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 99, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 101, 'stock_id': 976, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SERBA DINAMIK HOLDINGS', 'stock_symbol': 'SERBADK', 'company_name': 'SERBA DINAMIK HOLDINGS BERHAD'}
{'news_id': 307, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 356, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 317, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 428, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 108, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 400, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 143, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 369, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 153, 'stock_id': 488, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'IHH HEALTHCARE', 'stock_symbol': 'IHH', 'company_name': 'IHH HEALTHCARE BERHAD'}
{'news_id': 153, 'stock_id': 103, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'AXIATA GROUP', 'stock_symbol': 'AXIATA', 'company_name': 'AXIATA GROUP BERHAD'}
{'news_id': 253, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 274, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 389, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 279, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 255, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 303, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 388, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 10, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 24, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 359, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 404, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 264, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 25, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 268, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 491, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 40, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 30, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 509, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 4, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 51, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 298, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 134, 'stock_id': 651, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'MALAYAN BANKING', 'stock_symbol': 'MAYBANK', 'company_name': 'MALAYAN BANKING BHD'}
{'news_id': 240, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 201, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 325, 'stock_id': 910, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'RADIANT GLOBALTECH', 'stock_symbol': 'RGTECH', 'company_name': 'RADIANT GLOBALTECH BERHAD'}
{'news_id': 325, 'stock_id': 1006, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SMTRACK', 'stock_symbol': 'SMTRACK', 'company_name': 'SMTRACK BERHAD'}
{'news_id': 325, 'stock_id': 1013, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'SPRING ART HOLDINGS', 'stock_symbol': 'SPRING', 'company_name': 'SPRING ART HOLDINGS BERHAD'}
{'news_id': 329, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 352, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 378, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 225, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 357, 'stock_id': 32, 'exchange': 'Bursa', 'entity_type': 'COMPANY_NAME', 'entity_name': 'MALAYSIA AIRPORTS HOLDINGS', 'stock_symbol': 'AIRPORT', 'company_name': 'MALAYSIA AIRPORTS HOLDINGS BHD'}
{'news_id': 75, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 11, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 187, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 218, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 9, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 277, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 71, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 84, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 391, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 348, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 195, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 459, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
{'news_id': 88, 'stock_id': None, 'exchange': None, 'entity_type': None, 'entity_name': None, 'stock_symbol': None, 'company_name': None}
