id,title,summary,content,created_date,modified_date,published_date,category,author,thumbnail_url,image_url,publisher_id,publisher_name,publisher_url
932057,"Postponed umrah: Those who have made arrangements will be refunded or have travel rescheduled, says Khairy","KUALA LUMPUR (Jan 1): Those who have made arrangements to go for the umrah, including paid for the package, but are unable to go following the government's temporary suspension of travel permission to perform the pilgrimage, will be refunded or have ...","<p>KUALA LUMPUR (Jan 1): Those who have made arrangements to go for the umrah, including paid for the package, but are unable to go following the government's temporary suspension of travel permission to perform the pilgrimage, will be refunded or have their travel rescheduled, said Health Minister Khairy Jamaluddin.</p>
<p>He said discussion is in progress between the Health Ministry (MOH) and the Ministry of Tourism, Arts and Culture (MOTAC), as well as the Umrah and Haj Travel Agencies' Association (PAPUH), to assist the prospective pilgrims affected by the postponement.</p>
<p>""I'm very so",2022-01-01 13:20:40,2022-01-01 13:20:40,2022-01-01 13:10:00,,,https://assets.theedgemarkets.com/20210920_PEO_COVID19-SCREENING-KLIA_ZHD_4570_7.jpg?DzDJGKcP02.uDBqXU4Njs2Dzt53oLFiG,https://assets.theedgemarkets.com/20210920_PEO_COVID19-SCREENING-KLIA_ZHD_4570_7.jpg?DzDJGKcP02.uDBqXU4Njs2Dzt53oLFiG,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
932055,"Floods hit Johor, more people evacuated in four states","KUALA LUMPUR (Jan 1): Johor became the latest state to be hit by floods with eight relief centres (PPS) opened in Segamat to shelter 456 victims from 133 families as of 8am on Saturday (Jan 1).
The number of evacuees in four states also ...","<p>KUALA LUMPUR (Jan 1): Johor became the latest state to be hit by floods with eight relief centres (PPS) opened in Segamat to shelter 456 victims from 133 families as of 8am on Saturday (Jan 1).</p>
<p>The number of evacuees in four states also continued to rise, namely in Sabah, Negeri Sembilan, Kelantan and Terengganu.</p>
<p>In Johor, state Health and Environment Committee chairman R Vidyananthan said the eight PPS were opened late Friday night following continuous downpour in the Segamat district since Friday.</p>
<p>“The PPS are at the Balai Raya Kampung Sermin; Balai Raya Kampung Lemba",2022-01-01 13:00:39,2022-01-01 13:00:39,2022-01-01 12:47:00,,,https://assets.theedgemarkets.com/77C0FF4F-F3EB-4227-B299-E77F55B15C2D.jpeg?9N_Y_wBWC8g4n4ZvHkVQGVG1ZyZZ6yPl,https://assets.theedgemarkets.com/77C0FF4F-F3EB-4227-B299-E77F55B15C2D.jpeg?9N_Y_wBWC8g4n4ZvHkVQGVG1ZyZZ6yPl,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
932037,Electricity tariff in peninsula remains the same effective Jan 1 until further notice,"KUALA LUMPUR: The Energy Commission announced that the government had on Dec 31, 2021 decided to delay the implementation of Tenaga Nasional Bhd’s (TNB) Incentive-Based Regulation (IBR) for Regulatory Period 3 (RP3).","<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                            
                                                                                                                                                                                                                                                            </div>
                </div>
                                    
                     ",2022-01-01 12:10:49,2022-01-01 12:10:49,2022-01-01 12:05:00,,,//images.weserv.nl/?url=https://apicms.thestar.com.my/uploads/images/2022/01/01/1427809.jpg&w=300,https://apicms.thestar.com.my/uploads/images/2022/01/01/1427809.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
932035,CPO futures to trade range-bound next week,KUALA LUMPUR: The crude palm oil (CPO) futures contract on Bursa Malaysia Derivatives is expected to trade in range-bound mode next week as market players lack movement catalysts ahead of the new year 2022.,"<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                            
                                                                                                                                                                                                                                                            </div>
                </div>
                                    
                     ",2022-01-01 12:10:49,2022-01-01 12:10:49,2022-01-01 11:55:00,,,//images.weserv.nl/?url=https://apicms.thestar.com.my/uploads/images/2022/01/01/1427810.jpg&w=300,https://apicms.thestar.com.my/uploads/images/2022/01/01/1427810.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
932023,MySay: Carbon pricing and its future in Malaysia,"We are committed to be a carbon-neutral country at the earliest in 2050.” This was the welcome statement by Prime Minister Datuk Seri Ismail Sabri Yaakob during the tabling of the 12th Malaysia Plan, 2021-2025. A month later, in his Budget 2022 ...","<p>We are committed to be a carbon-neutral country at the earliest in 2050.” This was the welcome statement by Prime Minister Datuk Seri Ismail Sabri Yaakob during the tabling of the 12th Malaysia Plan, 2021-2025. A month later, in his Budget 2022 speech, the finance minister revealed proposals aimed at developing a sustainable economy, including the launch of the Voluntary Carbon Market (VCM) and the expansion of green technology tax incentives.</p>
<p>These timely proposals, coupled with the goal of achieving carbon neutrality, echo the country’s commitment to the Paris Agreement to reduce u",2022-01-01 11:40:39,2022-01-01 11:40:39,2022-01-01 11:30:00,Edge,,https://assets.theedgemarkets.com/forum-4-tem1402_20211227124853_theedgemarkets.jpg?zz2pA.0R6mmDAjk.4PxHbieaJZPtBm7W,https://assets.theedgemarkets.com/forum-4-tem1402_20211227124853_theedgemarkets.jpg?zz2pA.0R6mmDAjk.4PxHbieaJZPtBm7W,54,TheEdge,http://www.theedgemarkets.com/options/edge
932021,Khairy: Temporary suspension of umrah travel from Jan 8 over Omicron concerns,"KUALA LUMPUR (Jan 1): The government has decided to temporarily suspend the permission for travelling to perform the umrah beginning Jan 8 to curb the spread of the Omicron variant of Covid-19.
In announcing this on Saturday (Jan 1), Health Minister Khairy Jamaluddin ...","<p>KUALA LUMPUR (Jan 1): The government has decided to temporarily suspend the permission for travelling to perform the umrah beginning Jan 8 to curb the spread of the Omicron variant of Covid-19.</p>
<p>In announcing this on Saturday (Jan 1), Health Minister Khairy Jamaluddin said the authorities are concerned that non-compliance with home quarantine procedures among returning pilgrims had caused the spread of the new variant among family members.</p>
<p>“Most pilgrims who returned from performing the umrah applied to undergo their seven-day quarantine at home. However, when there was non-com",2022-01-01 11:10:23,2022-01-01 11:10:23,2022-01-01 11:03:00,,,https://assets.theedgemarkets.com/IMG_4576_6.jpg?muyKo9uO5.R.f.xzWYK9eQ4YBQXvp2eq,https://assets.theedgemarkets.com/IMG_4576_6.jpg?muyKo9uO5.R.f.xzWYK9eQ4YBQXvp2eq,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
932019,Bursa Malaysia expected to trade cautiously next week due to ongoing assessment of Omicron impact,"KUALA LUMPUR (Jan 1): Bursa Malaysia is expected to trade cautiously next week, with the Composite Index set to remain choppy due to the ongoing assessment of the Omicron impact, a dealer said.
Bank Islam Malaysia Bhd chief economist Mohd Afzanizam ...","<p>KUALA LUMPUR (Jan 1): Bursa Malaysia is expected to trade cautiously next week, with the Composite Index set to remain choppy due to the ongoing assessment of the Omicron impact, a dealer said.</p>
<p>Bank Islam Malaysia Bhd chief economist Mohd Afzanizam Abdul Rashid said from the technical indicators, the index appears to be in the neutral region.</p>
<p>“As some of the traders are possibly away for year-end leave, the index is expected to be in the range-bound trade of 1,560.0 to 1,570.0 points next week,” he told <em>Bernama</em>.</p>
<p>He also noted the benchmark index was volatile on",2022-01-01 10:40:44,2022-01-01 10:40:44,2022-01-01 10:21:00,,,https://assets.theedgemarkets.com/Market-Preview_theedgemarkets_124.jpg?Fh3wCwo.Sb7MvsZyZrMNuwfU624qO4sH,https://assets.theedgemarkets.com/Market-Preview_theedgemarkets_124.jpg?Fh3wCwo.Sb7MvsZyZrMNuwfU624qO4sH,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
932017,Ringgit poised for technical correction against US dollar next week,"KUALA LUMPUR (Jan 1): The ringgit is expected to experience some technical correction in the coming days, trading in the range of 4.1650 to 4.1750 against the US dollar, an analyst said. 
Bank Islam Malaysia Bhd chief economist Mohd Afzanizam Abdul Rashid said ...","<p>KUALA LUMPUR (Jan 1): The ringgit is expected to experience some technical correction in the coming days, trading in the range of 4.1650 to 4.1750 against the US dollar, an analyst said. </p>
<p>Bank Islam Malaysia Bhd chief economist Mohd Afzanizam Abdul Rashid said in light of the recent appreciation, there could be a possibility that the ringgit might experience some correction on profit-taking activities.</p>
<p>For the coming week, investors are expected to focus on a slew of economic data from the United States such as the Purchasing Managers' Index (PMI) numbers, US unemployment rate",2022-01-01 10:30:22,2022-01-01 10:30:22,2022-01-01 10:14:00,,,https://assets.theedgemarkets.com/Ringgit-4_reuters_15.jpg?JvB5paM8nT6O581dCnYzd_vhfHWkV6Z1,https://assets.theedgemarkets.com/Ringgit-4_reuters_15.jpg?JvB5paM8nT6O581dCnYzd_vhfHWkV6Z1,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
932015,Something for investors to cheer about,"THE government’s decision to reinstate the cap that traders have to pay in stamp duties for stock market transactions, albeit at a higher level than before, has provided a sigh of relief for market participants.","<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                            
                                                                                                                                                        <p class=""caption"">“We expect the market to do better in 2022 driven also by the recovery in economic growth.” - Vincent Lau</p>
                                                           ",2022-01-01 10:00:54,2022-01-01 10:00:54,2022-01-01 00:00:00,,,//images.weserv.nl/?url=https://apicms.thestar.com.my/uploads/images/2022/01/01/1427756.jpg&w=300,https://apicms.thestar.com.my/uploads/images/2022/01/01/1427756.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
932013,Mah Sing Group riding on success of M-Series affordable homes,MAH Sing Group Bhd is bullish about its property market strategy which focuses on the M-Series of affordably-priced high rises in the central business district and landed properties in strategic locations.,"<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                                                                                                                                                                                                            </div>
                </div>
                                    
                            <div id=""story-body"" class=""story bot-15 relative"">
                
 ",2022-01-01 10:00:54,2022-01-01 10:00:54,2022-01-01 00:00:00,,,//images.weserv.nl/?url=https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png&w=300,https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
932011,New driving force for Central Global,LITTLE-known businessman Chew Hian Tat first emerged as a major shareholder in Central Global Bhd (CGB) back in late February 2021 when he acquired close to a 25% stake in the group.,"<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                            
                                                                                                                                                        <p class=""caption"">“Our manufacturing plant is now allowed to operate with a full workforce and production is running at near full capacity in order to clear the backlog of orders from
cus",2022-01-01 10:00:51,2022-01-01 10:00:51,2022-01-01 00:00:00,,,//images.weserv.nl/?url=https://apicms.thestar.com.my/uploads/images/2022/01/01/1427755.jpg&w=300,https://apicms.thestar.com.my/uploads/images/2022/01/01/1427755.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
932007,MUI group to sell UK hotel for RM36.22mil,KUALA LUMPUR: Malayan United Industries Bhd (MUI) has inked a deal to sell a 4.2-acre freehold land together with a hotel in Britain for £6.5mil cash (RM36.22mil) to Westbourne Leisure Ltd.,"<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                                                                                                                                                                                                            </div>
                </div>
                                    
                            <div id=""story-body"" class=""story bot-15 relative"">
                
 ",2022-01-01 09:51:10,2022-01-01 09:51:10,2022-01-01 00:00:00,,,//images.weserv.nl/?url=https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png&w=300,https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
932005,Earnings upside for corporations,PETALING JAYA: Many individuals and businesses can heave a sigh of relief as the government moves to exempt taxation on foreign-sourced income for resident taxpayers.,"<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                                                                                                                                                                                                            </div>
                </div>
                                    
                            <div id=""story-body"" class=""story bot-15 relative"">
                
 ",2022-01-01 09:51:10,2022-01-01 09:51:10,2022-01-01 00:00:00,,,//images.weserv.nl/?url=https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png&w=300,https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
932003,Office space supply to surge,"PHYSICAL office space literally took a step back over the last couple of years, as working from home (WFH) became the new norm amidst the pandemic.","<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                            
                                                                                                                                                                                                                                                            </div>
                </div>
                                    
                     ",2022-01-01 09:51:07,2022-01-01 09:51:07,2022-01-01 00:00:00,,,//images.weserv.nl/?url=https://apicms.thestar.com.my/uploads/images/2022/01/01/1427753.jpg&w=300,https://apicms.thestar.com.my/uploads/images/2022/01/01/1427753.jpg,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
932001,MyEG raises stake in S5 Holdings,"KUALA LUMPUR: MyEG Services Bhd (MyEG), through its unit MyEG Capital Sdn Bhd, is acquiring an additional 10% equity interest in security solutions provider S5 Holdings Inc for RM86.5mil, thus raising its stake to 20%.","<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                                                                                                                                                                                                            </div>
                </div>
                                    
                            <div id=""story-body"" class=""story bot-15 relative"">
                
 ",2022-01-01 09:51:05,2022-01-01 09:51:05,2022-01-01 00:00:00,,,//images.weserv.nl/?url=https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png&w=300,https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
931999,Palm oil posts third annual gain,"KUALA LUMPUR: Palm oil registered its best year since 2019, with prices more than doubling in three years, as a chronic labour shortage in second-biggest grower Malaysia and tight global vegetable oil supplies drive up futures.","<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                                                                                                                                                                                                            </div>
                </div>
                                    
                            <div id=""story-body"" class=""story bot-15 relative"">
                
 ",2022-01-01 09:51:05,2022-01-01 09:51:05,2022-01-01 00:00:00,,,//images.weserv.nl/?url=https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png&w=300,https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
931997,Net financing growth rises to 4.4%,"KUALA LUMPUR: The net financing growth increased to 4.4% in November from 4% in October, driven by higher growth in outstanding loans, while outstanding corporate bond growth moderated to 4.8% from 5.9% in October, says Bank Negara.","<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                                                                                                                                                                                                            </div>
                </div>
                                    
                            <div id=""story-body"" class=""story bot-15 relative"">
                
 ",2022-01-01 09:51:04,2022-01-01 09:51:04,2022-01-01 00:00:00,,,//images.weserv.nl/?url=https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png&w=300,https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
931995,BCorp CEO optimistic about 2022,"KUALA LUMPUR: Berjaya Corp Bhd (BCorp) group CEO Jalil Rasheed expects 2022 to be a better year, with three primary objectives as drivers of the group, moving forward.","<div class=""inline-img"">
                    <div class=""story-image"">
                                                                                                                                                                                                                                                                                                                                                                            </div>
                </div>
                                    
                            <div id=""story-body"" class=""story bot-15 relative"">
                
 ",2022-01-01 09:51:04,2022-01-01 09:51:04,2022-01-01 00:00:00,,,//images.weserv.nl/?url=https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png&w=300,https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png,28,TheStar,http://www.thestar.com.my/news/latest/?tag=Business
